EarthPod Sensor Log
Created: Thu Jul 16 01:17:27 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Wed Sep 16 19:43:14 2020,6.207,40.256,20.591,7162.88,96.947585937,0,0.0,0.214,48.69,0
Wed Sep 16 19:43:21 2020,6.205,40.279,21.139,7157.76,96.946773437,0,0.0,0.406,43.97,0
Wed Sep 16 19:43:28 2020,6.211,40.286,21.104,7175.68,96.94275,0,0.0,0.181,49.69,0
Wed Sep 16 19:43:36 2020,6.208,40.294,21.371,7221.76,96.945269531,0,0.0,0.138,52.1,0
Wed Sep 16 19:43:43 2020,6.205,40.286,22.694,7214.08,96.943324218,0,0.0,0.281,48.21,0
Wed Sep 16 19:43:50 2020,6.208,40.294,19.647,7191.04,96.94178125,0,0.0,0.368,44.86,0
Wed Sep 16 19:43:57 2020,6.209,40.105,19.551,7183.36,96.945605468,0,0.0,0.349,45.32,0
Wed Sep 16 19:44:04 2020,6.206,40.057,19.625,7206.4,96.940789062,0,0.0,0.203,50.14,0
Wed Sep 16 19:44:11 2020,6.21,40.09,20.814,7208.96,96.940941406,0,0.0,0.406,44.3,0
Wed Sep 16 19:44:18 2020,6.207,40.083,21.609,7175.68,96.942007812,0,0.0,0.507,43.41,0
Wed Sep 16 19:44:25 2020,6.209,40.221,21.644,7208.96,96.941679687,0,0.0,0.566,43.62,0
Wed Sep 16 19:44:32 2020,6.208,40.213,21.228,7180.8,96.943863281,0,0.0,0.389,43.94,0
Wed Sep 16 19:44:39 2020,6.206,40.221,22.212,7155.2,96.942234375,0,0.0,0.575,43.46,0
Wed Sep 16 19:44:46 2020,6.209,40.218,22.949,7155.2,96.943542968,0,0.0,0.383,43.96,0
Wed Sep 16 19:44:53 2020,6.208,40.261,21.348,7147.52,96.942734375,0,0.0,0.327,45.59,0
Wed Sep 16 19:45:00 2020,6.21,40.339,21.343,7155.2,96.940804687,0,0.0,0.557,43.14,0
Wed Sep 16 19:45:07 2020,6.209,40.407,20.372,7175.68,96.939601562,0,0.0,0.33,45.59,0
Wed Sep 16 19:45:14 2020,6.21,40.359,20.169,7208.96,96.942238281,0,0.0,0.527,43.32,0
Wed Sep 16 19:45:21 2020,6.207,40.302,20.875,7214.08,96.942007812,0,0.0,0.517,43.34,0
Wed Sep 16 19:45:28 2020,6.209,40.304,21.578,7257.6,96.942175781,0,0.0,0.393,43.46,0
Wed Sep 16 19:45:35 2020,6.209,40.276,21.907,7208.96,96.940996093,0,0.0,0.609,42.59,0
Wed Sep 16 19:45:42 2020,6.206,40.234,20.129,7313.92,96.94375,0,0.0,0.954,42.21,0
Wed Sep 16 19:45:49 2020,6.207,40.171,21.275,7262.72,96.944132812,0,0.0,0.662,42.66,0
Wed Sep 16 19:45:56 2020,6.211,40.198,21.92,7247.36,96.941667968,0,0.0,0.815,42.12,0
Wed Sep 16 19:46:03 2020,6.208,40.186,20.341,7224.32,96.945621093,0,0.0,0.808,42.09,0
Wed Sep 16 19:46:10 2020,6.208,40.123,19.961,7219.2,96.943644531,0,0.0,0.454,41.96,0
Wed Sep 16 19:46:17 2020,6.21,40.065,19.761,7208.96,96.946589843,0,0.0,0.724,41.83,0
Wed Sep 16 19:46:24 2020,6.207,39.977,21.09,7198.72,96.944085937,0,0.0,0.422,41.89,0
Wed Sep 16 19:46:31 2020,6.205,39.984,21.064,7219.2,96.945914062,0,0.0,0.531,42.2,0
Wed Sep 16 19:46:38 2020,6.209,39.957,19.143,7229.44,96.947925781,0,0.0,0.318,44.71,0
Wed Sep 16 19:46:46 2020,6.208,39.989,19.02,7232.0,96.944882812,0,0.0,0.258,46.9,0
Wed Sep 16 19:46:53 2020,6.207,39.957,19.863,7224.32,96.942269531,0,0.0,0.185,49.34,0
Wed Sep 16 19:47:00 2020,6.231,39.954,18.247,7237.12,96.944,0,0.0,0.309,45.91,0
Wed Sep 16 19:47:07 2020,6.209,39.987,20.028,7249.92,96.942960937,0,0.0,0.139,50.86,0
Wed Sep 16 19:47:14 2020,6.209,40.09,20.387,7234.56,96.942917968,0,0.0,0.164,50.75,0
Wed Sep 16 19:47:21 2020,6.208,40.254,19.818,7229.44,96.940769531,0,0.0,0.155,51.13,0
Wed Sep 16 19:47:28 2020,6.208,40.327,18.876,7229.44,96.939910156,0,0.0,0.163,51.13,0
Wed Sep 16 19:47:35 2020,6.206,40.294,19.32,7242.24,96.943226562,0,0.0,0.169,51.19,0
Wed Sep 16 19:47:42 2020,6.213,40.347,18.843,7257.6,96.942546875,0,0.0,0.184,50.97,0
Wed Sep 16 19:47:49 2020,6.207,40.319,19.183,7257.6,96.93978125,0,0.0,0.154,52.17,0
Wed Sep 16 19:47:56 2020,6.206,40.337,19.734,7260.16,96.942597656,0,0.0,0.171,51.8,0
Wed Sep 16 19:48:03 2020,6.21,40.344,18.969,7252.48,96.93859375,0,0.0,0.155,52.53,0
Wed Sep 16 19:48:10 2020,6.207,40.206,20.063,7244.8,96.937839843,0,0.0,0.176,52.07,0
Wed Sep 16 19:48:17 2020,6.208,40.269,19.29,7239.68,96.938609375,0,0.0,0.183,51.95,0
Wed Sep 16 19:48:24 2020,6.211,40.312,21.327,7237.12,96.938125,0,0.0,0.493,45.26,0
Wed Sep 16 19:48:31 2020,6.207,40.274,22.436,7247.36,96.941152343,0,0.0,0.291,47.88,0
Wed Sep 16 19:48:38 2020,6.209,40.266,22.697,7249.92,96.940585937,0,0.0,0.307,47.09,0
Wed Sep 16 19:48:45 2020,6.211,40.153,24.111,7226.88,96.937910156,0,0.0,0.409,44.49,0
Wed Sep 16 19:48:52 2020,6.207,40.095,22.987,7226.88,96.938089843,0,0.0,0.471,43.77,0
Wed Sep 16 19:48:59 2020,6.207,40.083,21.221,7229.44,96.938484375,0,0.0,0.34,46.61,0
Wed Sep 16 19:49:06 2020,6.209,40.045,19.718,7229.44,96.93621875,0,0.0,0.286,48.31,0
Wed Sep 16 19:49:13 2020,6.206,40.002,19.412,7229.44,96.936226562,0,0.0,0.198,51.16,0
Wed Sep 16 19:49:20 2020,6.203,40.009,21.415,7234.56,96.938609375,0,0.0,0.54,43.88,0
Wed Sep 16 19:49:27 2020,6.208,39.826,22.152,7242.24,96.943441406,0,0.0,0.283,47.77,0
Wed Sep 16 19:49:34 2020,6.21,39.773,20.429,7255.04,96.942132812,0,0.0,0.422,44.63,0
Wed Sep 16 19:49:41 2020,6.205,39.745,19.491,7267.84,96.942472656,0,0.0,0.243,49.02,0
Wed Sep 16 19:49:49 2020,6.207,39.622,20.954,7260.16,96.941074218,0,0.0,0.238,50.3,0
Wed Sep 16 19:49:56 2020,6.204,39.589,19.366,7275.52,96.943003906,0,0.0,0.299,48.6,0
Wed Sep 16 19:50:03 2020,6.21,39.521,20.661,7278.08,96.943207031,0,0.0,0.178,52.61,0
Wed Sep 16 19:50:10 2020,6.211,39.549,20.498,7283.2,96.941792968,0,0.0,0.229,51.42,0
Wed Sep 16 19:50:17 2020,6.207,39.425,21.495,7293.44,96.940070312,0,0.0,0.199,52.26,0
Wed Sep 16 19:50:24 2020,6.208,39.483,23.059,7290.88,96.94415625,0,0.0,0.457,44.77,0
Wed Sep 16 19:50:31 2020,6.211,39.476,25.532,7285.76,96.942695312,0,0.0,0.216,50.75,0
Wed Sep 16 19:50:38 2020,6.208,39.488,24.215,7272.96,96.945390625,0,0.0,0.314,48.28,0
Wed Sep 16 19:50:45 2020,6.207,39.758,24.763,7285.76,96.942789062,0,0.0,0.204,50.48,0
Wed Sep 16 19:50:52 2020,6.21,39.901,22.763,7290.88,96.941191406,0,0.0,0.212,50.95,0
Wed Sep 16 19:50:59 2020,6.207,40.06,21.98,7290.88,96.940039062,0,0.0,0.679,43.75,0
Wed Sep 16 19:51:06 2020,6.21,40.158,22.106,7293.44,96.938660156,0,0.0,0.175,51.37,0
Wed Sep 16 19:51:13 2020,6.207,40.241,23.283,7290.88,96.938707031,0,0.0,0.353,46.37,0
Wed Sep 16 19:51:20 2020,6.208,40.269,23.513,7290.88,96.940339843,0,0.0,0.128,52.7,0
Wed Sep 16 19:51:27 2020,6.207,40.327,22.862,7278.08,96.939117187,0,0.0,0.219,51.59,0
Wed Sep 16 19:51:34 2020,6.211,40.349,22.448,7288.32,96.937097656,0,0.0,0.285,48.74,0
Wed Sep 16 19:51:41 2020,6.21,40.407,21.983,7301.12,96.936792968,0,0.0,0.386,45.56,0
Wed Sep 16 19:51:48 2020,6.21,40.349,20.861,7298.56,96.936800781,0,0.0,0.227,50.12,0
Wed Sep 16 19:51:55 2020,6.206,40.271,23.515,7316.48,96.936769531,0,0.0,0.199,51.42,0
Wed Sep 16 19:52:02 2020,6.21,40.203,22.845,7301.12,96.936941406,0,0.0,0.226,50.97,0
Wed Sep 16 19:52:09 2020,6.208,40.025,22.688,7296.0,96.934128906,0,0.0,0.294,49.49,0
Wed Sep 16 19:52:16 2020,6.209,39.851,22.137,7303.68,96.9371875,0,0.0,0.205,51.59,0
Wed Sep 16 19:52:23 2020,6.208,39.813,23.002,7283.2,96.937359375,0,0.0,0.227,51.69,0
Wed Sep 16 19:52:30 2020,6.207,39.806,23.495,7260.16,96.932082031,0,0.0,0.226,51.48,0
Wed Sep 16 19:52:37 2020,6.211,39.707,25.028,7267.84,96.940429687,0,0.0,0.402,46.19,0
Wed Sep 16 19:52:44 2020,6.21,39.619,22.686,7280.64,96.938296875,0,0.0,0.429,45.77,0
Wed Sep 16 19:52:51 2020,6.206,39.36,23.136,7280.64,96.93821875,0,0.0,0.298,48.83,0
Wed Sep 16 19:52:59 2020,6.209,39.252,24.392,7296.0,96.940105468,0,0.0,0.266,49.47,0
Wed Sep 16 19:53:06 2020,6.205,39.305,26.463,7308.8,96.940585937,0,0.0,0.273,48.39,0
Wed Sep 16 19:53:13 2020,6.208,39.297,24.847,7319.04,96.938519531,0,0.0,0.696,44.74,0
Wed Sep 16 19:53:20 2020,6.208,39.375,21.644,7326.72,96.938109375,0,0.0,0.574,42.41,0
Wed Sep 16 19:53:27 2020,6.208,39.483,21.261,7321.6,96.93659375,0,0.0,0.39,44.39,0
Wed Sep 16 19:53:34 2020,6.205,39.602,19.612,7319.04,96.933988281,0,0.0,0.202,50.23,0
Wed Sep 16 19:53:41 2020,6.21,39.715,20.651,7306.24,96.9356875,0,0.0,0.368,45.69,0
Wed Sep 16 19:53:48 2020,6.206,39.798,20.613,7293.44,96.935535156,0,0.0,0.251,48.95,0
Wed Sep 16 19:53:55 2020,6.206,39.967,20.916,7278.08,96.931867187,0,0.0,0.37,46.02,0
Wed Sep 16 19:54:02 2020,6.211,40.05,19.474,7267.84,96.929761718,0,0.0,0.321,46.43,0
Wed Sep 16 19:54:09 2020,6.207,40.158,20.275,7262.72,96.929613281,0,0.0,0.15,52.06,0
Wed Sep 16 19:54:16 2020,6.208,40.226,20.838,7285.76,96.929152343,0,0.0,0.245,50.41,0
Wed Sep 16 19:54:23 2020,6.207,39.931,24.411,7298.56,96.933847656,0,0.0,0.618,44.48,0
Wed Sep 16 19:54:30 2020,6.207,39.773,24.0,7298.56,96.933488281,0,0.0,0.329,46.26,0
Wed Sep 16 19:54:37 2020,6.208,39.7,22.332,7313.92,96.934367187,0,0.0,0.352,47.08,0
Wed Sep 16 19:54:44 2020,6.208,39.511,22.523,7308.8,96.934457031,0,0.0,0.368,46.22,0
Wed Sep 16 19:54:51 2020,6.206,39.594,23.883,7308.8,96.932351562,0,0.0,0.271,49.07,0
Wed Sep 16 19:54:58 2020,6.21,39.743,24.336,7321.6,96.934421875,0,0.0,0.491,45.07,0
Wed Sep 16 19:55:05 2020,6.21,39.876,22.445,7313.92,96.934367187,0,0.0,0.773,44.07,0
Wed Sep 16 19:55:12 2020,6.209,39.863,19.886,7313.92,96.931191406,0,0.0,0.384,44.35,0
Wed Sep 16 19:55:19 2020,6.209,39.886,20.523,7301.12,96.932277343,0,0.0,0.678,43.05,0
Wed Sep 16 19:55:26 2020,6.21,39.793,20.106,7303.68,96.926210937,0,0.0,0.63,42.72,0
Wed Sep 16 19:55:33 2020,6.207,39.866,19.216,7313.92,96.931042968,0,0.0,0.449,43.74,0
Wed Sep 16 19:55:40 2020,6.209,39.919,20.368,7326.72,96.927246093,0,0.0,0.223,49.37,0
Wed Sep 16 19:55:47 2020,6.207,39.977,19.961,7331.84,96.924972656,0,0.0,0.309,46.53,0
Wed Sep 16 19:55:54 2020,6.206,40.035,20.729,7344.64,96.927078125,0,0.0,0.394,44.28,0
Wed Sep 16 19:56:01 2020,6.21,40.168,20.166,7372.8,96.927167968,0,0.0,0.208,49.9,0
Wed Sep 16 19:56:09 2020,6.209,40.201,21.058,7372.8,96.92546875,0,0.0,0.24,48.43,0
Wed Sep 16 19:56:16 2020,6.207,40.329,20.608,7370.24,96.926265625,0,0.0,0.203,50.08,0
Wed Sep 16 19:56:23 2020,6.205,40.392,20.652,7367.68,96.926847656,0,0.0,0.175,51.39,0
Wed Sep 16 19:56:30 2020,6.209,40.465,22.65,7385.6,96.929886718,0,0.0,0.418,44.13,0
Wed Sep 16 19:56:37 2020,6.207,40.553,23.756,7403.52,96.930191406,0,0.0,0.119,52.86,0
Wed Sep 16 19:56:44 2020,6.206,40.576,22.18,7403.52,96.927550781,0,0.0,0.187,51.28,0
Wed Sep 16 19:56:51 2020,6.208,40.664,23.841,7400.96,96.926996093,0,0.0,0.3,47.99,0
Wed Sep 16 19:56:58 2020,6.208,40.682,22.195,7406.08,96.930226562,0,0.0,0.395,43.61,0
Wed Sep 16 19:57:05 2020,6.208,40.699,20.863,7434.24,96.926816406,0,0.0,0.317,47.16,0
Wed Sep 16 19:57:12 2020,6.209,40.747,19.808,7429.12,96.929277343,0,0.0,0.36,46.16,0
Wed Sep 16 19:57:19 2020,6.21,40.795,20.695,7434.24,96.929335937,0,0.0,0.589,43.73,0
Wed Sep 16 19:57:26 2020,6.208,40.818,19.784,7457.28,96.928070312,0,0.0,0.963,42.88,0
Wed Sep 16 19:57:33 2020,6.207,40.81,20.472,7444.48,96.928757812,0,0.0,0.43,43.24,0
Wed Sep 16 19:57:40 2020,6.21,40.792,20.037,7436.8,96.926378906,0,0.0,0.389,44.11,0
Wed Sep 16 19:57:47 2020,6.21,40.815,20.152,7447.04,96.926058593,0,0.0,0.341,46.44,0
Wed Sep 16 19:57:54 2020,6.212,40.813,19.76,7434.24,96.929117187,0,0.0,0.578,43.2,0
Wed Sep 16 19:58:01 2020,6.206,40.85,19.416,7457.28,96.928105468,0,0.0,0.57,41.77,0
Wed Sep 16 19:58:08 2020,6.207,40.803,19.586,7452.16,96.927542968,0,0.0,0.277,45.8,0
Wed Sep 16 19:58:15 2020,6.208,40.85,19.471,7441.92,96.9263125,0,0.0,0.691,41.23,0
Wed Sep 16 19:58:22 2020,6.206,40.853,19.839,7441.92,96.927886718,0,0.0,0.398,42.89,0
Wed Sep 16 19:58:29 2020,6.21,40.916,21.934,7439.36,96.93178125,0,0.0,0.403,43.7,0
Wed Sep 16 19:58:36 2020,6.207,40.858,21.734,7439.36,96.927695312,0,0.0,0.639,43.49,0
Wed Sep 16 19:58:43 2020,6.208,40.765,20.252,7408.64,96.927433593,0,0.0,0.468,43.26,0
Wed Sep 16 19:58:50 2020,6.206,40.717,19.082,7426.56,96.928128906,0,0.0,0.303,45.88,0
Wed Sep 16 19:58:57 2020,6.208,40.83,20.814,7431.68,96.928960937,0,0.0,0.455,43.11,0
Wed Sep 16 19:59:04 2020,6.208,40.903,20.19,7436.8,96.927722656,0,0.0,0.253,46.71,0
Wed Sep 16 19:59:11 2020,6.209,40.881,20.191,7454.72,96.927277343,0,0.0,0.562,42.32,0
Wed Sep 16 19:59:19 2020,6.208,40.808,19.137,7447.04,96.925640625,0,0.0,0.336,44.19,0
Wed Sep 16 19:59:26 2020,6.209,40.8,19.859,7444.48,96.924285156,0,0.0,0.407,43.68,0
Wed Sep 16 19:59:33 2020,6.208,40.848,20.41,7449.6,96.920667968,0,0.0,0.274,46.21,0
Wed Sep 16 19:59:40 2020,6.21,40.835,20.036,7439.36,96.920101562,0,0.0,0.138,51.64,0
Wed Sep 16 19:59:47 2020,6.206,40.918,19.369,7424.0,96.917089843,0,0.0,0.203,50.33,0
Wed Sep 16 19:59:54 2020,6.209,40.901,19.905,7429.12,96.919625,0,0.0,0.369,45.36,0
Wed Sep 16 20:00:01 2020,6.21,40.928,19.238,7452.16,96.920101562,0,0.0,0.38,44.58,0
Wed Sep 16 20:00:08 2020,6.205,40.871,20.365,7462.4,96.921367187,0,0.0,0.399,43.84,0
Wed Sep 16 20:00:15 2020,6.209,40.893,19.363,7472.64,96.918871093,0,0.0,0.438,43.98,0
Wed Sep 16 20:00:22 2020,6.207,40.926,19.725,7485.44,96.920460937,0,0.0,0.317,46.45,0
Wed Sep 16 20:00:29 2020,6.206,40.944,20.379,7498.24,96.922285156,0,0.0,0.532,43.69,0
Wed Sep 16 20:00:36 2020,6.209,41.032,20.375,7500.8,96.923535156,0,0.0,0.4,42.9,0
Wed Sep 16 20:00:43 2020,6.207,41.105,21.017,7505.92,96.920632812,0,0.0,0.46,43.08,0
Wed Sep 16 20:00:50 2020,6.21,41.117,20.381,7511.04,96.922789062,0,0.0,0.169,50.17,0
Wed Sep 16 20:00:57 2020,6.208,41.13,20.327,7518.72,96.921859375,0,0.0,0.253,49.11,0
Wed Sep 16 20:01:04 2020,6.207,41.158,19.554,7490.56,96.922515625,0,0.0,0.638,42.9,0
Wed Sep 16 20:01:11 2020,6.209,41.155,20.193,7582.72,96.920988281,0,0.0,0.881,41.34,0
Wed Sep 16 20:01:18 2020,6.208,41.208,20.381,7549.44,96.919109375,0,0.0,0.808,41.73,0
Wed Sep 16 20:01:25 2020,6.211,41.145,19.409,7521.28,96.919695312,0,0.0,0.658,42.93,0
Wed Sep 16 20:01:32 2020,6.208,41.022,19.462,7562.24,96.9216875,0,0.0,0.421,43.21,0
Wed Sep 16 20:01:39 2020,6.206,40.949,18.524,7564.8,96.918789062,0,0.0,0.386,43.81,0
Wed Sep 16 20:01:46 2020,6.208,40.815,18.76,7564.8,96.917933593,0,0.0,0.534,42.86,0
Wed Sep 16 20:01:53 2020,6.21,40.898,18.582,7590.4,96.919207031,0,0.0,0.432,42.62,0
Wed Sep 16 20:02:00 2020,6.208,40.921,18.556,7572.48,96.917859375,0,0.0,0.599,42.52,0
Wed Sep 16 20:02:07 2020,6.21,40.984,19.515,7554.56,96.918457031,0,0.0,0.405,43.26,0
Wed Sep 16 20:02:14 2020,6.21,40.991,19.468,7564.8,96.916851562,0,0.0,0.562,43.09,0
Wed Sep 16 20:02:21 2020,6.209,41.024,21.334,7564.8,96.917441406,0,0.0,0.565,43.27,0
Wed Sep 16 20:02:29 2020,6.208,40.956,19.371,7564.8,96.915449218,0,0.0,0.451,42.6,0
Wed Sep 16 20:02:36 2020,6.209,40.742,19.976,7621.12,96.916363281,0,0.0,0.563,42.79,0
Wed Sep 16 20:02:43 2020,6.208,40.709,19.532,7616.0,96.916320312,0,0.0,0.62,42.31,0
Wed Sep 16 20:02:50 2020,6.208,40.672,19.729,7631.36,96.915179687,0,0.0,0.404,43.05,0
Wed Sep 16 20:02:57 2020,6.209,40.81,19.834,7682.56,96.916691406,0,0.0,0.644,42.72,0
Wed Sep 16 20:03:04 2020,6.211,40.702,19.21,7656.96,96.913488281,0,0.0,0.609,42.99,0
Wed Sep 16 20:03:11 2020,6.209,40.775,20.314,7595.52,96.9189375,0,0.0,0.901,42.5,0
Wed Sep 16 20:03:18 2020,6.207,40.697,19.778,7692.8,96.9196875,0,0.0,0.662,42.0,0
Wed Sep 16 20:03:25 2020,6.206,40.745,18.809,7669.76,96.920253906,0,0.0,0.545,42.53,0
Wed Sep 16 20:03:32 2020,6.207,40.752,19.692,7764.48,96.923113281,0,0.0,0.695,42.33,0
Wed Sep 16 20:03:39 2020,6.206,40.8,18.559,7692.8,96.918929687,0,0.0,0.438,42.2,0
Wed Sep 16 20:03:46 2020,6.209,40.767,19.61,7697.92,96.920660156,0,0.0,0.769,41.67,0
Wed Sep 16 20:03:53 2020,6.211,40.835,18.47,7685.12,96.914273437,0,0.0,0.454,41.93,0
Wed Sep 16 20:04:00 2020,6.205,40.843,19.778,7736.32,96.915101562,0,0.0,0.468,42.63,0
Wed Sep 16 20:04:07 2020,6.208,40.795,19.233,7718.4,96.915921875,0,0.0,0.32,45.02,0
Wed Sep 16 20:04:14 2020,6.212,40.707,20.663,7779.84,96.917300781,0,0.0,0.396,43.13,0
Wed Sep 16 20:04:21 2020,6.21,40.654,20.014,7782.4,96.915195312,0,0.0,0.503,42.24,0
Wed Sep 16 20:04:28 2020,6.206,40.631,20.172,7851.52,96.915863281,0,0.0,0.495,42.41,0
Wed Sep 16 20:04:35 2020,6.209,40.659,19.697,7836.16,96.915699218,0,0.0,0.382,43.62,0
Wed Sep 16 20:04:42 2020,6.209,40.641,20.559,7856.64,96.91959375,0,0.0,0.585,43.39,0
Wed Sep 16 20:04:49 2020,6.208,40.684,22.673,7869.44,96.917699218,0,0.0,0.407,43.24,0
Wed Sep 16 20:04:56 2020,6.212,40.777,19.915,7910.4,96.915597656,0,0.0,0.316,46.18,0
Wed Sep 16 20:05:03 2020,6.207,40.85,20.314,7869.44,96.916105468,0,0.0,0.569,43.23,0
Wed Sep 16 20:05:10 2020,6.207,40.808,19.497,7884.8,96.915574218,0,0.0,0.592,43.54,0
Wed Sep 16 20:05:17 2020,6.208,40.901,20.695,7892.48,96.914773437,0,0.0,0.437,43.12,0
Wed Sep 16 20:05:24 2020,6.21,40.893,18.457,7938.56,96.913746093,0,0.0,0.634,41.05,0
Wed Sep 16 20:05:31 2020,6.205,40.991,19.404,8017.92,96.912246093,0,0.0,0.338,44.71,0
Wed Sep 16 20:05:39 2020,6.211,40.984,19.4,8053.76,96.912457031,0,0.0,0.412,43.22,0
Wed Sep 16 20:05:46 2020,6.209,40.991,18.571,8048.64,96.915363281,0,0.0,0.345,45.09,0
Wed Sep 16 20:05:53 2020,6.206,40.868,20.904,8033.28,96.915460937,0,0.0,0.417,43.16,0
Wed Sep 16 20:06:00 2020,6.209,40.855,20.497,8102.4,96.915394531,0,0.0,0.441,43.57,0
Wed Sep 16 20:06:07 2020,6.207,40.949,19.201,8117.76,96.914375,0,0.0,0.88,41.5,0
Wed Sep 16 20:06:14 2020,6.207,41.017,19.822,8076.8,96.9171875,0,0.0,0.706,41.54,0
Wed Sep 16 20:06:21 2020,6.209,41.074,19.512,8087.04,96.9160625,0,0.0,0.735,42.46,0
Wed Sep 16 20:06:28 2020,6.207,41.132,19.041,8056.32,96.916382812,0,0.0,0.937,41.87,0
Wed Sep 16 20:06:35 2020,6.21,41.13,18.917,8112.64,96.914289062,0,0.0,0.743,41.58,0
Wed Sep 16 20:06:42 2020,6.21,41.218,18.84,8143.36,96.915035156,0,0.0,0.503,43.44,0
Wed Sep 16 20:06:49 2020,6.205,41.185,19.531,8140.8,96.915855468,0,0.0,0.373,43.88,0
Wed Sep 16 20:06:56 2020,6.209,41.117,18.223,8174.08,96.91153125,0,0.0,0.478,43.54,0
Wed Sep 16 20:07:03 2020,6.21,40.792,19.534,8138.24,96.915363281,0,0.0,0.391,44.0,0
Wed Sep 16 20:07:10 2020,6.207,40.845,20.234,8076.8,96.914476562,0,0.0,0.328,46.03,0
Wed Sep 16 20:07:17 2020,6.209,40.959,19.601,8081.92,96.912070312,0,0.0,0.384,44.42,0
Wed Sep 16 20:07:24 2020,6.209,40.926,20.301,8007.68,96.914253906,0,0.0,0.276,48.07,0
Wed Sep 16 20:07:31 2020,6.207,41.044,19.543,7953.92,96.914574218,0,0.0,0.402,44.22,0
Wed Sep 16 20:07:38 2020,6.207,41.122,19.902,7979.52,96.913714843,0,0.0,0.329,45.97,0
Wed Sep 16 20:07:45 2020,6.211,41.205,19.253,7956.48,96.912480468,0,0.0,0.13,52.38,0
Wed Sep 16 20:07:52 2020,6.209,41.238,20.185,7920.64,96.913585937,0,0.0,0.137,53.08,0
Wed Sep 16 20:07:59 2020,6.207,41.331,19.345,7895.04,96.913402343,0,0.0,0.143,53.23,0
Wed Sep 16 20:08:06 2020,6.209,41.44,20.06,7859.2,96.914519531,0,0.0,0.143,53.59,0
Wed Sep 16 20:08:13 2020,6.205,41.452,19.375,7825.92,96.914375,0,0.0,0.141,53.93,0
Wed Sep 16 20:08:20 2020,6.206,41.435,20.137,7759.36,96.915933593,0,0.0,0.188,52.51,0
Wed Sep 16 20:08:27 2020,6.208,41.533,18.563,7754.24,96.916039062,0,0.0,0.252,49.6,0
Wed Sep 16 20:08:34 2020,6.209,41.52,18.583,7749.12,96.915488281,0,0.0,0.16,52.89,0
Wed Sep 16 20:08:41 2020,6.208,41.341,19.616,7741.44,96.914660156,0,0.0,0.223,51.93,0
Wed Sep 16 20:08:49 2020,6.209,41.122,18.36,7667.2,96.913992187,0,0.0,0.33,48.39,0
Wed Sep 16 20:08:56 2020,6.209,40.898,19.271,7744.0,96.915777343,0,0.0,0.294,49.45,0
Wed Sep 16 20:09:03 2020,6.207,40.594,17.686,7754.24,96.9115625,0,0.0,0.238,51.01,0
Wed Sep 16 20:09:10 2020,6.209,40.37,18.395,7723.52,96.912679687,0,0.0,0.232,51.22,0
Wed Sep 16 20:09:17 2020,6.205,40.271,19.181,7710.72,96.9139375,0,0.0,0.241,51.25,0
Wed Sep 16 20:09:24 2020,6.208,40.193,19.143,7703.04,96.914226562,0,0.0,0.207,52.15,0
Wed Sep 16 20:09:31 2020,6.211,40.216,18.898,7710.72,96.915175781,0,0.0,0.198,52.63,0
Wed Sep 16 20:09:38 2020,6.208,40.218,18.191,7718.4,96.913914062,0,0.0,0.155,54.27,0
Wed Sep 16 20:09:45 2020,6.207,40.342,19.499,7710.72,96.910980468,0,0.0,0.265,50.75,0
Wed Sep 16 20:09:52 2020,6.208,40.546,18.783,7715.84,96.909234375,0,0.0,0.181,53.34,0
Wed Sep 16 20:09:59 2020,6.208,40.704,19.606,7759.36,96.911496093,0,0.0,0.242,51.71,0
Wed Sep 16 20:10:06 2020,6.21,40.848,20.593,7749.12,96.911355468,0,0.0,0.428,46.12,0
Wed Sep 16 20:10:13 2020,6.208,40.931,20.426,7749.12,96.911835937,0,0.0,0.539,45.66,0
Wed Sep 16 20:10:20 2020,6.208,40.984,19.622,7787.52,96.9115625,0,0.0,0.585,44.99,0
Wed Sep 16 20:10:27 2020,6.203,40.996,20.314,7828.48,96.909253906,0,0.0,0.662,45.38,0
Wed Sep 16 20:10:34 2020,6.211,40.893,20.251,7843.84,96.913316406,0,0.0,0.723,44.44,0
Wed Sep 16 20:10:41 2020,6.208,40.891,19.059,7838.72,96.91178125,0,0.0,0.511,43.97,0
Wed Sep 16 20:10:48 2020,6.209,40.853,19.396,7864.32,96.91225,0,0.0,0.63,44.71,0
Wed Sep 16 20:10:55 2020,6.211,40.891,18.223,7877.12,96.913710937,0,0.0,0.527,44.49,0
Wed Sep 16 20:11:02 2020,6.207,40.853,18.273,7892.48,96.910394531,0,0.0,0.33,45.73,0
Wed Sep 16 20:11:09 2020,6.207,40.84,18.47,7902.72,96.914058593,0,0.0,0.231,49.01,0
Wed Sep 16 20:11:16 2020,6.209,40.893,18.566,7900.16,96.912621093,0,0.0,0.396,44.79,0
Wed Sep 16 20:11:23 2020,6.208,40.986,18.107,7882.24,96.913105468,0,0.0,0.425,44.71,0
Wed Sep 16 20:11:30 2020,6.206,41.064,19.122,7941.12,96.91309375,0,0.0,0.203,50.65,0
Wed Sep 16 20:11:37 2020,6.21,41.132,18.434,7866.88,96.912773437,0,0.0,0.283,48.63,0
